,first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,position
228,Joel,Coleman,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,3.8,39,Goalkeeper
229,Jonas,LÃ¶ssl,0,1,135,3420,58,30.0,846.8,0.0,11,701,87.8,10,0,1,6.8,46,Goalkeeper
230,Christopher,Schindler,0,2,102,3264,53,107.1,928.0,149.0,15,692,119.1,9,1,6,3.2,46,Defender
231,Chris,LÃ¶we,0,0,60,1585,26,125.5,266.0,39.0,0,321,43.0,7,0,1,1.1,44,Defender
232,Tommy,Smith,0,1,50,1902,31,251.6,322.0,50.0,2,311,62.8,5,0,7,0.2,47,Defender
233,Michael,Hefele,0,0,1,32,1,0.1,4.0,0.0,0,1,0.4,0,0,1,0.1,42,Defender
234,Martin,Cranie,0,0,2,179,7,1.7,44.0,2.0,0,35,4.7,0,0,0,0.2,40,Defender
235,Jon Gorenc,Stankovic,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,39,Defender
236,Mark,Hudson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,Defender
237,Mathias,Jorgensen,0,3,107,3420,58,123.6,768.6,169.0,9,623,106.2,10,0,6,6.6,45,Defender
238,Aaron,Mooy,4,3,113,3066,52,848.8,753.2,350.0,8,576,195.2,10,0,4,4.7,52,Midfielder
239,Rajiv,van La Parra,3,0,74,2131,36,261.6,322.6,544.0,3,240,112.7,6,1,3,0.4,44,Midfielder
240,Jonathan,Hogg,0,0,53,2396,40,172.8,475.0,61.0,0,400,71.2,7,1,8,0.2,44,Midfielder
241,Philip,Billing,0,0,22,755,11,58.6,111.4,26.0,0,98,19.3,3,0,3,0.2,44,Midfielder
242,Joe,Lolley,1,0,11,217,5,20.0,50.6,47.0,0,28,11.8,0,0,1,0.1,43,Midfielder
243,Jack,Payne,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,Midfielder
244,Dean,Whitehead,0,0,4,68,3,1.1,6.6,0.0,0,16,0.8,0,0,0,0.1,42,Midfielder
245,Harry,Bunn,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,Midfielder
246,Sean,Scannell,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,Midfielder
247,Elias,Kachunga,1,1,46,1327,23,152.1,151.0,246.0,0,151,54.5,6,0,1,0.1,57,Midfielder
248,Tom,Ince,2,1,82,2450,39,331.3,253.0,794.0,3,269,138.0,7,0,0,0.4,55,Midfielder
249,Danny,Williams,0,0,28,1115,22,83.0,131.4,56.0,0,134,27.0,0,0,2,0.0,48,Midfielder
250,Collin,Quaner,0,4,44,1268,23,255.7,209.0,283.0,0,173,74.8,3,0,4,4.8,45,Forward
251,Laurent,Depoitre,6,2,94,1807,34,191.4,352.0,451.0,14,283,99.6,4,0,1,2.6,50,Forward
252,Steve,Mounie,7,2,92,1849,32,270.7,377.0,600.0,12,269,124.5,6,0,2,1.7,55,Forward
253,Scott,Malone,0,1,41,1110,23,146.8,221.6,97.0,4,211,46.5,3,0,3,0.2,43,Defender
254,Florent,Hadergjonaj,0,1,51,1670,28,381.8,310.0,95.0,5,274,78.8,4,0,3,0.1,45,Defender
255,Abdelhamid,Sabiri,0,1,10,217,5,40.6,30.8,53.0,0,30,12.4,1,0,1,0.0,47,Midfielder
256,Robert,Green,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,Goalkeeper
257,Terence,Kongolo,0,0,30,1047,14,52.2,268.0,47.0,2,182,36.7,2,0,0,0.0,44,Defender
258,Alex,Pritchard,1,2,40,997,12,300.3,173.6,213.0,3,168,68.7,3,0,1,0.1,54,Midfielder
259,Kasper,Schmeichel,0,0,123,2965,47,11.1,687.2,0.0,17,592,69.9,8,0,3,4.1,51,Goalkeeper
260,Ben,Hamer,0,0,9,274,7,0.0,51.8,0.0,0,54,5.1,1,0,0,0.1,43,Goalkeeper
261,Wes,Morgan,0,0,61,2817,52,62.0,530.0,158.0,1,390,75.1,5,0,4,2.9,44,Defender
262,Christian,Fuchs,0,1,57,1917,35,282.2,396.6,55.0,8,370,73.5,4,0,1,1.9,47,Defender
263,Danny,Simpson,0,0,55,2306,41,121.2,444.2,42.0,0,342,60.7,5,0,4,2.2,43,Defender
264,Robert,Huth,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,48,Defender
265,Yohan,Benalouane,0,0,1,90,2,1.3,24.8,18.0,0,7,4.4,0,0,0,0.1,42,Defender
266,Benjamin,Chilwell,0,2,65,1848,30,332.1,382.8,63.0,4,381,78.0,6,1,1,3.1,44,Defender
267,Harry,Maguire,2,4,117,3420,60,254.3,955.8,478.0,10,716,168.8,9,0,7,10.9,55,Defender
268,Riyad,Mahrez,12,13,195,2948,51,924.0,966.0,932.0,19,682,282.6,9,0,2,8.2,87,Midfielder
269,Marc,Albrighton,2,8,107,2533,42,718.3,580.0,300.0,12,458,160.2,8,1,5,2.2,55,Midfielder
270,Demarai,Gray,3,3,80,1683,35,412.8,290.6,461.0,2,308,116.7,4,0,2,0.6,53,Midfielder
271,Daniel,Amartey,0,0,13,486,7,10.3,81.2,0.0,0,53,9.2,3,1,0,0.2,43,Midfielder
272,Nampalys,Mendy,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,Midfielder
273,Wilfred,Ndidi,0,4,78,2896,45,230.7,640.4,299.0,4,449,117.2,9,2,6,0.4,49,Midfielder
274,Ahmed,Musa,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,61,Midfielder
275,Vicente,Iborra,3,0,58,1411,23,131.6,341.6,150.0,6,293,62.3,3,0,0,0.1,57,Midfielder
276,Jamie,Vardy,20,2,183,3248,57,439.9,822.8,1222.0,28,674,248.6,8,0,3,21.7,88,Forward
277,Shinji,Okazaki,6,3,76,1314,19,228.1,347.6,508.0,7,275,107.9,5,0,2,2.9,53,Forward
278,Kelechi,Iheanacho,3,4,54,818,17,185.6,214.2,350.0,5,171,74.5,1,0,2,0.8,65,Forward
279,Eldin,Jakupovic,0,0,4,180,6,0.0,67.8,0.0,0,36,6.8,0,0,0,0.1,42,Goalkeeper
280,Matty,James,0,0,26,991,15,52.7,114.6,145.0,0,121,31.4,4,0,2,0.2,44,Midfielder
281,Aleksandar,Dragovic,0,0,28,766,14,3.6,177.8,35.0,0,166,21.8,4,0,2,0.1,49,Defender
282,Hamza,Choudhury,0,1,13,375,9,20.2,68.0,16.0,0,60,10.4,0,0,1,0.0,44,Midfielder
283,George,Thomas,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,Midfielder
284,Adrien Sebastian,Perruchet Silva,0,2,23,760,18,120.0,133.2,65.0,0,128,31.8,1,0,3,0.0,59,Midfielder
285,Fousseni,DiabatÃ©,0,1,21,579,12,130.8,98.6,67.0,0,72,29.7,0,0,1,0.1,49,Forward
286,Harvey,Barnes,0,0,3,8,0,1.0,0.2,6.0,0,8,0.6,0,0,0,0.0,45,Midfielder
287,Sam,Hughes,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,Defender
288,Layton,Ndukwu,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,Defender
289,Alex,Oxlade-Chamberlain,3,7,94,1718,28,625.1,548.0,494.0,5,423,166.5,5,0,3,2.2,55,Midfielder
290,Simon,Mignolet,0,0,67,1710,24,0.0,281.0,0.0,0,329,28.0,7,0,3,1.1,47,Goalkeeper
291,Loris,Karius,0,0,88,1710,14,0.0,280.6,0.0,5,382,27.9,10,0,1,1.9,49,Goalkeeper
292,Dejan,Lovren,2,1,110,2124,24,104.5,656.4,242.0,10,539,100.2,11,0,4,1.5,53,Defender
293,Alberto,Moreno,0,1,52,1264,19,250.1,261.8,106.0,3,328,61.7,6,0,1,1.2,43,Defender
294,Nathaniel,Clyne,0,0,7,173,1,23.8,21.8,41.0,0,25,8.7,1,0,1,0.3,53,Defender
295,Joseph,Gomez,0,2,86,1901,22,285.6,437.4,46.0,9,480,76.9,9,0,3,2.2,45,Defender
296,Joel,Matip,1,0,81,1995,27,96.1,544.8,140.0,3,470,78.1,9,0,3,1.7,54,Defender
297,Ragnar,Klavan,1,0,78,1449,15,65.0,357.2,43.0,9,384,46.6,8,0,0,1.8,41,Defender
298,James,Milner,0,3,77,1759,25,615.5,437.2,272.0,4,459,132.5,6,0,3,2.5,60,Defender
299,Trent,Alexander-Arnold,1,2,83,1573,17,399.2,358.2,142.0,10,385,90.1,8,0,3,5.5,44,Defender
300,Leiva,Lucas,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,Midfielder
301,Jordan,Henderson,1,1,75,2169,21,448.8,417.0,110.0,3,382,97.8,14,0,1,1.2,53,Midfielder
302,Philippe,Coutinho,7,7,103,1109,14,624.4,550.4,519.0,15,381,169.4,5,0,0,3.0,91,Midfielder
303,Emre,Can,3,6,92,2089,29,426.4,546.4,231.0,10,499,120.6,8,0,8,4.0,49,Midfielder
304,Adam,Lallana,0,0,13,234,1,113.4,32.6,128.0,0,37,27.3,1,0,1,0.3,73,Midfielder
305,Oluwaseyi,Ojo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,Midfielder
306,Sadio,ManÃ©,10,8,147,2189,24,739.1,677.4,964.0,8,499,238.0,15,1,3,8.5,94,Midfielder
307,Marko,Grujic,0,0,3,14,0,11.7,7.4,0.0,0,9,1.9,0,0,0,0.4,42,Midfielder
308,Georginio,Wijnaldum,1,2,85,2381,23,356.2,341.8,399.0,1,406,109.9,15,0,1,2.2,66,Midfielder
309,Ben,Woodburn,0,0,1,6,0,2.3,0.4,2.0,0,3,0.5,0,0,0,0.3,42,Midfielder
310,Mohamed,Salah,32,12,303,2905,29,942.5,1496.2,2109.0,26,881,454.4,15,0,1,56.7,106,Midfielder
311,Roberto,Firmino,15,8,181,2760,32,834.5,951.0,1341.0,29,758,312.7,16,0,1,36.1,95,Forward
312,Danny,Ings,1,1,18,262,0,42.0,57.8,143.0,0,53,24.0,3,0,0,0.2,54,Forward
313,Divock,Origi,0,0,1,9,1,0.0,0.0,0.0,0,3,0.0,0,0,0,0.2,74,Forward
314,Dominic,Solanke,1,2,38,581,4,199.4,123.8,350.0,2,107,66.4,3,0,0,1.6,46,Forward
315,Virgil,van Dijk,0,0,78,2253,28,122.6,601.0,277.0,5,481,100.2,8,0,1,7.3,57,Defender
316,Andrew,Robertson,1,5,111,1940,18,414.5,424.0,174.0,12,514,101.3,10,0,2,7.4,50,Defender
317,Jon,Flanagan,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,Defender
318,Danny,Ward,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,Goalkeeper
319,Conor,Masterson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,Defender
320,Curtis,Jones,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,Midfielder
321,Rafael,Camacho,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,Midfielder
322,Ederson,Santana de Moraes,0,0,158,3195,26,10.0,546.2,0.0,10,666,55.6,16,0,1,9.0,57,Goalkeeper
323,Claudio,Bravo,0,0,10,224,1,0.0,45.2,0.0,1,42,4.5,1,0,0,0.5,45,Goalkeeper
324,John,Stones,0,0,70,1301,11,26.3,283.4,120.0,5,334,43.2,9,0,0,3.1,53,Defender
325,Aleksandar,Kolarov,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,55,Defender
326,Vincent,Kompany,1,1,60,1394,11,76.5,399.6,116.0,2,326,59.2,6,0,6,2.9,59,Defender
327,NicolÃ¡s,Otamendi,4,0,156,2966,25,224.6,846.6,363.0,21,742,143.7,15,0,9,25.8,64,Defender
328,Fabian,Delph,1,2,55,1740,17,263.7,369.2,62.0,0,398,69.4,6,0,2,0.5,45,Midfielder
329,Raheem,Sterling,18,17,229,2584,23,838.2,969.8,1488.0,19,701,329.7,13,1,3,27.6,91,Midfielder
330,David,Silva,9,11,169,2431,18,1118.5,875.8,867.0,26,671,286.5,14,0,5,11.5,82,Midfielder
331,Gnegneri Yaya,TourÃ©,0,2,16,227,2,122.6,105.0,72.0,0,99,29.8,0,0,1,0.8,60,Midfielder
332,Fernando,Luiz Rosa,5,4,120,2880,24,511.9,800.2,411.0,9,596,172.4,15,0,7,4.6,50,Midfielder
333,Fernando Francisco,Reges,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,Midfielder
334,Kevin,De Bruyne,8,18,209,3073,22,1744.2,1146.6,797.0,25,872,368.9,19,0,2,21.4,103,Midfielder
335,Ilkay,GÃ¼ndogan,4,2,82,1504,15,406.4,381.4,408.0,9,376,119.3,6,0,3,2.3,54,Midfielder
336,Manuel,Agudo DurÃ¡n,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,70,Midfielder
337,Leroy,SanÃ©,10,15,179,2415,22,891.3,842.4,1013.0,17,647,274.4,12,0,4,13.4,87,Midfielder
338,Bernardo Mota,Veiga de Carvalho e Silva,6,5,112,1514,10,508.7,475.6,464.0,8,440,144.4,9,0,0,1.4,72,Midfielder
339,Sergio,AgÃ¼ero,21,6,169,1960,12,570.8,966.4,1484.0,22,740,302.5,13,0,2,10.7,115,Forward
340,Gabriel Fernando,de Jesus,13,7,126,1660,12,360.3,603.6,1089.0,18,473,204.9,9,0,6,17.1,104,Forward
341,Kyle,Walker,0,6,138,2784,22,511.4,542.4,117.0,8,691,117.1,15,1,2,12.3,66,Defender
342,Danilo Luiz,da Silva,3,2,100,1340,11,158.1,376.0,176.0,8,398,71.1,9,0,2,2.8,50,Defender
343,Benjamin,Mendy,0,1,20,360,1,139.3,84.2,48.0,1,96,27.2,2,0,2,0.4,63,Defender
344,Phil,Foden,0,1,8,45,1,32.1,29.2,10.0,0,31,7.1,0,0,0,0.0,47,Midfielder
345,Brahim,Diaz,0,0,5,50,1,5.6,6.8,53.0,0,14,6.6,0,0,0,0.0,47,Midfielder
346,Oleksandr,Zinchenko,0,0,16,530,3,145.9,116.4,21.0,0,104,28.3,3,0,1,0.0,50,Midfielder
347,Oluwatosin,Adarabioyo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,Defender
348,Aymeric,Laporte,0,0,35,806,5,52.8,165.8,34.0,2,204,25.4,4,0,1,1.5,51,Defender
349,Lukas,Nmecha,0,0,2,14,0,3.1,0.0,0.0,0,4,0.3,0,0,0,0.1,45,Forward
350,Alexis,SÃ¡nchez,9,10,152,2546,32,1155.2,823.2,1281.0,13,515,326.1,11,0,5,3.0,114,Midfielder
351,Nemanja,Matic,1,1,91,3117,26,427.9,681.4,168.0,3,576,127.9,16,0,6,9.1,47,Midfielder
352,David,De Gea,0,0,172,3330,28,10.0,821.2,0.0,10,757,83.4,18,0,0,44.3,59,Goalkeeper
353,Sergio,Romero,0,0,7,90,0,0.0,26.4,0.0,0,26,2.6,1,0,0,0.7,47,Goalkeeper
354,Joel Dinis,Castro Pereira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.1,39,Goalkeeper
355,Chris,Smalling,4,0,123,2535,24,35.3,743.8,230.0,9,590,101.2,11,0,4,11.5,57,Defender
356,Phil,Jones,0,0,116,1973,11,36.6,486.4,12.0,19,554,53.6,15,0,2,5.2,55,Defender
357,Luke,Shaw,0,0,48,787,2,127.0,142.6,144.0,4,216,41.5,7,0,2,0.5,48,Defender
358,Marcos,Rojo,0,0,23,639,8,26.0,151.4,47.0,4,126,22.5,3,0,6,0.1,54,Defender
359,Antonio,Valencia,3,1,146,2741,22,438.5,559.2,259.0,13,660,125.5,16,0,7,11.7,69,Defender
360,Matteo,Darmian,0,0,27,443,3,25.3,95.0,6.0,3,119,12.6,3,0,0,0.2,49,Defender
361,Daley,Blind,0,0,28,360,0,93.0,65.8,15.0,1,119,17.3,4,0,0,0.9,51,Defender
362,Eric,Bailly,1,0,55,1000,6,28.4,222.0,79.0,3,248,33.0,7,0,2,5.7,60,Defender
363,Axel,Tuanzebe,0,0,1,1,0,0.0,0.0,0.0,0,3,0.0,0,0,0,1.1,39,Defender
364,Victor,LindelÃ¶f,0,0,47,1284,14,37.7,272.8,8.0,1,297,32.0,5,0,1,1.3,49,Defender
365,Juan,Mata,3,5,100,1919,10,849.9,422.8,453.0,6,418,172.1,15,0,1,2.0,68,Midfielder
366,Marouane,Fellaini,4,0,47,611,1,88.2,246.0,264.0,3,171,59.8,4,0,1,0.6,47,Midfielder
367,Michael,Carrick,0,0,4,108,0,13.7,23.2,41.0,0,19,7.8,1,0,0,1.0,42,Midfielder
368,Ashley,Young,2,6,98,2444,26,502.3,601.2,213.0,11,479,131.6,9,0,7,2.4,48,Midfielder
369,Ander,Herrera,0,2,44,1257,14,229.4,294.4,101.0,0,229,62.7,5,0,5,1.3,50,Midfielder
370,Jesse,Lingard,8,6,128,1807,18,519.1,526.6,711.0,10,450,175.3,9,0,2,10.3,60,Midfielder
371,Anthony,Martial,9,6,125,1572,13,509.3,535.4,748.0,7,403,179.5,9,0,1,2.6,78,Midfielder
372,Paul,Pogba,6,13,138,2145,20,663.5,710.8,780.0,15,528,215.6,11,1,5,14.7,79,Midfielder
373,Scott,McTominay,0,0,21,629,3,53.6,78.2,11.0,0,96,14.2,4,0,2,0.8,42,Midfielder
374,Marcus,Rashford,7,5,104,1799,16,412.1,470.8,838.0,11,387,171.7,10,0,3,7.6,73,Forward
375,Romelu,Lukaku,16,7,162,2866,26,572.4,831.0,1334.0,18,593,273.2,14,0,4,21.9,115,Forward
376,Andreas,Pereira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,Midfielder
377,Zlatan,Ibrahimovic,0,0,5,102,2,43.5,14.8,68.0,0,18,12.6,0,0,0,0.2,95,Forward
378,Robert Kenedy,Nunes do Nascimento,2,2,51,1023,9,224.1,236.4,253.0,5,171,71.4,6,0,1,2.0,48,Midfielder
379,Islam,Slimani,1,1,25,369,4,100.8,83.2,115.0,1,76,29.6,1,0,1,0.3,66,Forward
380,Robert,Elliot,0,0,57,1440,21,0.0,364.2,0.0,4,280,36.5,3,0,0,13.6,40,Goalkeeper
381,Karl,Darlow,0,0,33,900,15,0.0,258.8,0.0,2,172,25.9,2,0,0,0.2,43,Goalkeeper
382,DeAndre,Yedlin,0,2,88,2842,37,340.7,494.4,63.0,5,467,90.0,7,0,5,1.7,45,Defender
383,Ciaran,Clark,2,1,64,1745,30,50.8,433.6,190.0,6,317,67.5,4,0,3,1.5,43,Defender
384,Jamaal,Lascelles,3,0,116,2927,31,77.2,800.0,234.0,9,567,111.5,9,0,5,9.5,49,Defender
385,Paul,Dummett,0,0,52,1602,18,97.8,333.6,58.0,0,280,49.0,5,0,1,1.1,42,Defender
386,Grant,Hanley,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,40,Defender
387,JesÃºs,GÃ¡mez Duarte,0,0,9,97,0,47.6,32.2,4.0,2,38,8.4,1,0,0,1.5,39,Defender
388,Florian,Lejeune,0,2,66,2103,32,92.3,557.0,139.0,6,406,78.9,5,0,3,0.9,43,Defender
389,Matt,Ritchie,3,7,116,2802,35,844.4,561.2,520.0,10,489,192.6,9,0,6,2.3,54,Midfielder
390,Jonjo,Shelvey,1,4,73,2264,30,639.9,442.6,243.0,4,360,132.3,6,2,2,0.6,52,Midfielder
391,Yoan,Gouffran,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,Midfielder
392,Mohamed,DiamÃ©,2,0,70,2034,27,214.2,431.8,203.0,3,340,85.3,6,0,3,0.3,46,Midfielder
393,Jack,Colback,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.7,42,Midfielder
394,Christian,Atsu,2,4,78,1776,22,340.6,308.8,480.0,5,236,112.9,6,0,1,1.2,48,Midfielder
395,Dwight,Gayle,6,3,94,1946,31,333.6,352.0,808.0,8,276,148.7,6,0,3,1.1,61,Forward
396,Ayoze,PÃ©rez,8,6,124,2486,28,539.0,571.8,809.0,15,420,191.7,8,0,3,6.5,55,Forward
397,Aleksandar,Mitrovic,1,0,10,89,0,44.7,48.2,73.0,0,37,16.6,0,0,0,0.6,47,Forward
398,Daryl,Murphy,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.7,45,Forward
399,Massadio,Haidara,0,0,1,3,0,0.0,0.0,0.0,0,3,0.0,0,0,0,1.8,39,Defender
400,Siem,de Jong,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,49,Midfielder
401,Rolando,Aarons,0,0,5,136,2,8.1,12.0,25.0,0,19,4.6,0,0,0,0.1,43,Midfielder
402,Javier,Manquillo,0,1,49,1757,31,164.8,266.0,26.0,1,247,45.9,4,0,2,0.6,42,Defender
403,Jacob,Murphy,1,2,51,1137,25,159.7,161.8,227.0,2,171,54.7,2,0,0,0.1,50,Midfielder
404,Jose Luis,Mato SanmartÃ­n,4,1,69,1703,25,254.8,291.2,526.0,5,227,106.5,5,0,2,0.4,55,Forward
405,Chancel,Mbemba,0,0,20,670,11,67.1,158.2,6.0,3,133,23.2,1,0,0,10.1,39,Defender
406,Mikel,Merino,1,1,49,1337,18,236.7,374.8,156.0,4,271,76.9,3,0,4,0.1,49,Midfielder
407,Isaac,Hayden,1,0,41,1365,25,164.7,273.6,144.0,0,171,58.2,3,0,7,0.2,43,Midfielder
408,Henri,Saivet,1,0,8,83,2,0.8,49.8,7.0,1,27,5.8,0,0,0,0.0,44,Midfielder
409,Freddie,Woodman,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,Goalkeeper
410,Martin,Dubravka,0,0,53,1080,11,0.0,234.6,0.0,5,215,23.3,4,0,0,1.0,45,Goalkeeper
411,Alex,McCarthy,0,0,52,1620,26,0.0,280.8,0.0,3,278,28.1,4,0,2,0.8,44,Goalkeeper
412,Fraser,Forster,0,0,73,1800,30,0.0,488.2,0.0,6,351,48.9,4,0,0,3.9,46,Goalkeeper
413,Ryan,Bertrand,0,5,103,3135,49,589.1,515.2,286.0,4,553,139.3,8,0,2,5.2,53,Defender
414,Maya,Yoshida,2,1,76,2049,32,67.0,525.2,236.0,6,413,83.0,6,1,2,1.7,46,Defender
415,Matt,Targett,0,0,2,166,6,38.6,42.2,0.0,0,35,8.1,0,0,0,0.1,43,Defender
416,CÃ©dric,Soares,0,3,85,2794,44,455.6,507.0,159.0,2,481,112.3,7,0,3,4.0,47,Defender
417,JÃ©rÃ©my,Pied,0,1,7,180,3,29.9,65.8,4.0,1,47,10.0,0,0,0,0.1,42,Defender
418,Jack,Stephens,2,0,58,1980,33,68.3,506.6,224.0,2,360,79.9,5,1,6,0.5,45,Defender
419,Sam,McQueen,0,0,14,142,2,34.2,29.4,8.0,2,49,7.2,1,0,0,0.1,42,Defender
420,Jan,Bednarek,1,0,22,427,5,1.9,110.0,19.0,0,88,13.1,2,0,1,0.6,41,Defender
421,Steven,Davis,3,2,71,1515,21,350.8,345.2,126.0,6,337,82.5,4,0,0,1.3,47,Midfielder
422,James,Ward-Prowse,3,5,84,1708,29,613.9,363.4,296.0,8,367,127.1,2,0,3,1.7,49,Midfielder
423,Dusan,Tadic,6,3,122,2791,43,950.9,588.6,656.0,10,464,219.5,10,0,4,3.2,62,Midfielder
424,Jordy,Clasie,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,Midfielder
425,Oriol,Romeu Vidal,1,0,68,2897,47,338.7,616.2,231.0,0,474,118.7,8,0,11,2.5,42,Midfielder
426,Pierre-Emile,HÃ¸jbjerg,0,0,39,1666,30,258.4,266.6,148.0,0,261,67.6,3,0,6,0.4,43,Midfielder
427,Sofiane,Boufal,2,2,55,1206,24,351.6,289.4,397.0,2,215,103.7,1,0,1,0.2,57,Midfielder
428,Joshua,Sims,0,0,8,160,2,43.5,32.6,149.0,0,18,22.5,1,0,0,0.1,43,Midfielder
429,Nathan,Redmond,1,3,72,1938,31,630.9,347.0,493.0,3,296,147.2,7,0,3,1.8,59,Midfielder
430,Shane,Long,2,2,53,1570,28,301.9,235.6,512.0,0,167,104.6,4,0,6,0.5,56,Forward
431,Charlie,Austin,7,1,72,1024,15,89.4,302.8,689.0,9,215,107.7,4,0,2,1.4,58,Forward
432,Manolo,Gabbiadini,5,0,66,1067,17,133.9,203.0,269.0,10,204,58.6,4,0,2,1.4,62,Forward
433,Mario,Lemina,1,1,58,1715,31,170.6,363.6,145.0,5,337,67.8,4,0,2,0.2,48,Midfielder
434,Stuart,Taylor,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,40,Goalkeeper
435,Wesley,Hoedt,0,2,74,2520,42,130.9,661.6,146.0,11,532,93.8,5,0,7,0.1,50,Defender
436,Michael,Obafemi,0,0,1,8,0,1.3,0.0,4.0,0,-1,0.3,0,0,0,0.7,45,Forward
437,Guido,Carrillo,0,1,15,449,8,64.2,50.2,179.0,0,40,29.4,1,0,0,0.0,59,Forward
438,Kurt,Zouma,1,0,87,2887,50,91.8,814.2,235.0,5,554,114.4,7,0,1,2.0,54,Defender
439,Jack,Butland,0,0,125,3150,61,10.0,1013.4,0.0,16,687,102.5,6,0,0,2.5,50,Goalkeeper
440,Lee,Grant,0,0,5,270,7,0.0,64.2,0.0,0,44,6.3,0,0,0,0.2,42,Goalkeeper
441,Ryan,Shawcross,1,1,67,2371,40,26.5,656.0,276.0,2,356,96.0,5,0,2,0.8,48,Defender
442,Geoff,Cameron,0,0,33,1522,30,77.2,265.4,46.0,0,220,39.0,2,0,2,0.2,43,Defender
443,Erik,Pieters,0,1,71,2717,50,247.2,567.4,58.0,1,456,87.3,7,0,5,0.4,47,Defender
444,Marc,Muniesa,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,Defender
445,Glen,Johnson,0,0,5,546,14,56.8,86.6,41.0,0,70,18.4,0,0,3,0.3,41,Defender
446,Josh,Tymon,0,0,0,162,9,4.9,20.4,0.0,0,18,2.5,0,0,0,0.0,44,Defender
447,Joe,Allen,2,6,109,3139,55,512.3,691.8,339.0,12,527,154.3,6,0,8,1.7,51,Midfielder
448,Charlie,Adam,0,0,10,405,9,114.4,73.2,84.0,0,57,27.1,2,1,2,0.1,47,Midfielder
449,Glenn,Whelan,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,Midfielder
450,Ibrahim,Afellay,0,0,6,162,9,5.5,12.6,0.0,0,29,1.8,0,0,1,0.0,48,Midfielder
451,Xherdan,Shaqiri,8,9,155,3039,58,1151.6,718.0,676.0,19,554,255.2,6,0,5,8.6,61,Midfielder
452,Giannelli,Imbula,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,Midfielder
453,Bojan,Krkic Perez,0,0,2,71,1,13.3,0.0,6.0,0,5,1.9,0,0,0,0.0,55,Midfielder
454,Ramadan,Sobhi,2,1,51,1227,30,237.9,237.6,206.0,2,226,68.1,2,0,2,0.5,45,Midfielder
455,Darren,Fletcher,1,1,67,2217,49,359.8,346.2,72.0,3,337,77.8,4,0,0,0.4,47,Midfielder
456,Peter,Crouch,5,2,73,1551,27,321.2,289.2,390.0,6,225,99.9,2,0,4,2.4,48,Forward
