,first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type,position
215,Kenny,Tete,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,DEF,Defender
216,Denis,Odoi,0,0,1,90,3,2.6,11.4,7.0,0,12,2.1,0,0,0,0.0,45,DEF,Defender
217,Wes,Morgan,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,DEF,Defender
218,Kasper,Schmeichel,0,0,6,90,0,0.0,12.2,0.0,0,21,1.2,1,0,0,14.5,55,GK,Goalkeeper
219,Christian,Fuchs,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,DEF,Defender
220,Jonny,Evans,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,55,DEF,Defender
221,Adrien,Silva,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.7,45,MID,Midfielder
222,Marc,Albrighton,0,0,1,23,0,0.8,0.4,0.0,0,3,0.1,0,0,0,0.2,55,MID,Midfielder
223,Matty,James,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,45,MID,Midfielder
224,Danny,Ward,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,45,GK,Goalkeeper
225,Jamie,Vardy,2,0,13,90,0,10.3,71.2,36.0,3,52,11.8,1,0,0,20.3,100,FWD,Forward
226,Dennis,Praet,0,1,6,74,0,16.8,27.8,33.0,0,25,7.8,1,0,0,0.2,55,MID,Midfielder
227,Ricardo Domingos,Barbosa Pereira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,60,DEF,Defender
228,Daniel,Amartey,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.6,40,DEF,Defender
229,Youri,Tielemans,0,0,3,90,0,6.2,13.8,9.0,0,17,2.9,1,0,0,2.2,65,MID,Midfielder
230,Ayoze,PÃ©rez,0,0,3,66,0,2.5,0.0,24.0,0,5,2.7,1,0,0,3.4,65,MID,Midfielder
231,Demarai,Gray,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,55,MID,Midfielder
232,James,Maddison,0,0,1,15,0,12.3,2.8,0.0,0,4,1.5,0,0,0,1.5,70,MID,Midfielder
233,Kelechi,Iheanacho,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.7,60,FWD,Forward
234,Hamza,Choudhury,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,50,MID,Midfielder
235,Harvey,Barnes,0,0,3,90,0,18.3,18.0,66.0,0,8,10.2,1,0,0,4.0,70,MID,Midfielder
236,Wilfred,Ndidi,0,0,3,90,0,1.2,27.2,0.0,0,15,2.8,1,0,0,2.3,50,MID,Midfielder
237,Filip,Benkovic,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,DEF,Defender
238,Ãaglar,SÃ¶yÃ¼ncÃ¼,0,0,6,90,0,1.4,15.6,6.0,0,29,2.3,1,0,0,13.5,55,DEF,Defender
239,James,Justin,0,1,9,90,0,13.0,20.0,2.0,1,32,3.5,1,0,1,13.7,45,DEF,Defender
240,Luke,Thomas,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,45,DEF,Defender
241,Timothy,Castagne,1,0,14,90,0,3.0,45.8,35.0,2,38,8.4,1,0,0,2.7,55,DEF,Defender
242,Nampalys,Mendy,0,0,3,90,0,3.5,9.8,0.0,0,11,1.3,1,0,0,0.8,45,MID,Midfielder
243,Pablo,HernÃ¡ndez DomÃ­nguez,0,0,2,61,3,2.9,7.6,2.0,0,8,1.3,0,0,0,1.8,60,MID,Midfielder
244,Francisco,Casilla CortÃ©s,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,2.4,45,GK,Goalkeeper
245,Liam,Cooper,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.8,45,DEF,Defender
246,Barry,Douglas,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,14.8,40,DEF,Defender
247,Luke,Ayling,0,0,0,90,4,4.3,35.6,0.0,0,15,4.0,0,0,0,4.2,45,DEF,Defender
248,Mateusz,Klich,1,0,9,80,3,4.8,54.8,23.0,2,33,8.3,0,0,0,2.1,55,MID,Midfielder
249,Adam,Forshaw,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,Midfielder
250,Stuart,Dallas,0,1,3,90,4,1.3,23.2,2.0,0,21,2.7,0,0,0,4.9,45,DEF,Defender
251,Ezgjan,Alioski,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.7,45,DEF,Defender
252,Patrick,Bamford,1,0,7,61,3,0.5,40.0,27.0,1,28,6.8,0,0,0,7.9,56,FWD,Forward
253,Jack,Harrison,1,0,7,90,4,6.5,43.6,19.0,0,23,6.9,0,0,0,2.0,55,MID,Midfielder
254,Kalvin,Phillips,0,1,5,90,4,24.6,36.4,1.0,0,24,6.2,0,0,0,3.2,50,MID,Midfielder
255,HÃ©lder Wander,Sousa de Azevedo e Costa,0,1,5,90,4,14.9,25.6,6.0,0,18,4.7,0,0,0,0.6,55,MID,Midfielder
256,Tyler,Roberts,0,0,1,28,1,0.0,7.2,0.0,0,5,0.7,0,0,0,0.1,50,MID,Midfielder
257,Jay-Roy,Grot,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,Midfielder
258,Kamil,Miazek,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,2.4,40,GK,Goalkeeper
259,Ian Carlo,Poveda-Ocampo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,45,MID,Midfielder
260,Jamie,Shackleton,0,0,1,9,1,0.4,3.0,0.0,0,6,0.3,0,0,0,0.1,50,MID,Midfielder
261,Pascal,Struijk,0,0,0,90,4,0.1,41.0,0.0,0,19,4.1,0,0,0,2.1,40,DEF,Defender
262,Jordan,Stevens,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.6,45,MID,Midfielder
263,Illan,Meslier,0,0,1,90,4,0.0,17.8,0.0,0,20,1.8,0,0,0,1.3,45,GK,Goalkeeper
264,Leif,Davis,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.5,40,DEF,Defender
265,Oliver,Casey,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.9,40,DEF,Defender
266,Robin,Koch,0,0,0,90,4,0.2,23.4,18.0,0,14,4.2,0,0,0,0.6,45,DEF,Defender
267,Rodrigo,Moreno,0,0,1,28,1,0.3,0.0,0.0,0,0,0.0,0,0,0,7.8,60,FWD,Forward
268,James,Milner,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,55,MID,Midfielder
269,Konstantinos,Tsimikas,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,50,DEF,Defender
270,Georginio,Wijnaldum,0,0,2,90,3,23.0,15.8,35.0,0,9,7.4,0,0,0,2.1,55,MID,Midfielder
271,Jordan,Henderson,0,0,2,65,2,2.0,14.0,7.0,0,19,2.3,0,0,0,2.9,55,MID,Midfielder
272,AdriÃ¡n,San Miguel del Castillo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,45,GK,Goalkeeper
273,Joel,Matip,0,0,1,1,0,0.0,0.0,0.0,0,2,0.0,0,0,0,0.5,55,DEF,Defender
274,Xherdan,Shaqiri,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,65,MID,Midfielder
275,Alex,Oxlade-Chamberlain,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,65,MID,Midfielder
276,Roberto,Firmino,0,0,1,90,3,7.2,5.8,38.0,0,10,5.1,0,0,1,4.0,95,FWD,Forward
277,Virgil,van Dijk,1,0,7,90,3,0.8,37.6,37.0,0,19,7.5,0,0,0,27.9,65,DEF,Defender
278,Sadio,ManÃ©,0,0,2,90,3,45.5,13.2,75.0,0,14,13.4,0,0,0,11.5,120,MID,Midfielder
279,Alisson,Ramses Becker,0,0,1,90,3,0.0,3.8,0.0,0,9,0.4,0,0,0,12.3,60,GK,Goalkeeper
280,Fabio Henrique,Tavares,0,1,4,32,1,1.0,4.2,2.0,0,13,0.7,0,0,0,1.5,55,MID,Midfielder
281,Mohamed,Salah,3,0,20,90,3,50.1,117.2,161.0,3,69,32.8,0,0,0,35.4,120,MID,Midfielder
282,Andrew,Robertson,0,1,4,90,3,19.6,23.4,4.0,0,20,4.7,0,0,0,13.1,70,DEF,Defender
283,Divock,Origi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.2,55,FWD,Forward
284,Harry,Wilson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,55,MID,Midfielder
285,Takumi,Minamino,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,65,MID,Midfielder
286,Trent,Alexander-Arnold,0,0,1,88,3,30.4,7.8,0.0,0,10,3.8,0,0,0,52.3,75,DEF,Defender
287,Joseph,Gomez,0,0,1,90,3,1.0,19.2,0.0,0,13,2.0,0,0,0,4.8,55,DEF,Defender
288,Naby,Keita,0,0,1,57,2,4.6,6.6,24.0,0,2,3.5,0,0,0,1.1,55,MID,Midfielder
289,Rhian,Brewster,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,5.9,45,FWD,Forward
290,Curtis,Jones,0,0,1,24,1,13.3,2.4,2.0,0,2,1.8,0,0,0,0.6,45,MID,Midfielder
291,Neco,Williams,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.5,40,DEF,Defender
292,Harvey,Elliott,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,45,MID,Midfielder
293,Fernando,Luiz Rosa,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.2,55,DEF,Defender
294,Claudio,Bravo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,GK,Goalkeeper
295,Sergio,AgÃ¼ero,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.5,105,FWD,Forward
296,NicolÃ¡s,Otamendi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.8,50,DEF,Defender
297,Kyle,Walker,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,5.4,60,DEF,Defender
298,Ilkay,GÃ¼ndogan,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.6,55,MID,Midfielder
299,Kevin,De Bruyne,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,28.7,115,MID,Midfielder
300,John,Stones,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,50,DEF,Defender
301,Benjamin,Mendy,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.9,60,DEF,Defender
302,Riyad,Mahrez,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,2.0,85,MID,Midfielder
303,Raheem,Sterling,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.1,115,MID,Midfielder
304,JoÃ£o Pedro Cavaco,Cancelo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.0,55,DEF,Defender
305,Ederson,Santana de Moraes,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,5.3,60,GK,Goalkeeper
306,Nathan,AkÃ©,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,7.3,55,DEF,Defender
307,Aymeric,Laporte,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,5.3,60,DEF,Defender
308,Bernardo Mota,Veiga de Carvalho e Silva,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.8,75,MID,Midfielder
309,Gabriel Fernando,de Jesus,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.8,95,FWD,Forward
310,Oleksandr,Zinchenko,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,55,DEF,Defender
311,Phil,Foden,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.1,65,MID,Midfielder
312,Tommy,Doyle,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,MID,Midfielder
313,Rodrigo,Hernandez,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.6,55,MID,Midfielder
314,Ferran,Torres,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.3,70,MID,Midfielder
315,Eric,Garcia,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,50,DEF,Defender
316,Sergio,Romero,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,50,GK,Goalkeeper
317,Juan,Mata,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,60,MID,Midfielder
318,David,de Gea,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.4,55,GK,Goalkeeper
319,Chris,Smalling,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,50,DEF,Defender
320,Odion,Ighalo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,65,FWD,Forward
321,Marcos,Rojo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,50,DEF,Defender
322,Nemanja,Matic,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,50,MID,Midfielder
323,Paul,Pogba,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.9,80,MID,Midfielder
324,Phil,Jones,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,50,DEF,Defender
325,Harry,Maguire,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.0,55,DEF,Defender
326,Frederico,Rodrigues de Paula Santos,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,55,MID,Midfielder
327,Luke,Shaw,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.4,50,DEF,Defender
328,Jesse,Lingard,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,60,MID,Midfielder
329,Bruno Miguel,Borges Fernandes,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,19.9,105,MID,Midfielder
330,Anthony,Martial,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,13.6,90,FWD,Forward
331,Andreas,Pereira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,50,MID,Midfielder
332,Dean,Henderson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,3.0,55,GK,Goalkeeper
333,Marcus,Rashford,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,5.4,95,MID,Midfielder
334,Axel,Tuanzebe,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF,Defender
335,Victor,LindelÃ¶f,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,2.0,50,DEF,Defender
336,Scott,McTominay,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,50,MID,Midfielder
337,Eric,Bailly,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,50,DEF,Defender
338,Daniel,James,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,65,MID,Midfielder
339,Timothy,Fosu-Mensah,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,DEF,Defender
340,Aaron,Wan-Bissaka,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,12.6,55,DEF,Defender
341,JosÃ© Diogo,Dalot Teixeira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,50,DEF,Defender
342,Mason,Greenwood,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,8.0,75,MID,Midfielder
343,Tahith,Chong,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,Midfielder
344,James,Garner,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,MID,Midfielder
345,Brandon,Williams,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.8,45,DEF,Defender
346,Teden,Mengi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.7,40,DEF,Defender
347,Donny,van de Beek,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,3.5,70,MID,Midfielder
348,Andy,Carroll,0,0,2,87,0,14.0,7.0,48.0,0,3,6.9,1,0,0,0.5,55,FWD,Forward
349,Jonjo,Shelvey,0,0,3,90,0,44.6,14.4,22.0,0,12,8.1,1,0,0,0.3,55,MID,Midfielder
350,Matt,Ritchie,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,50,MID,Midfielder
351,Federico,FernÃ¡ndez,0,0,6,90,0,0.1,26.0,2.0,0,27,2.8,1,0,0,1.6,50,DEF,Defender
352,Ciaran,Clark,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,DEF,Defender
353,Karl,Darlow,0,0,7,90,0,0.0,27.0,0.0,0,26,2.7,1,0,0,0.4,50,GK,Goalkeeper
354,Martin,Dubravka,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,50,GK,Goalkeeper
355,Florian,Lejeune,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF,Defender
356,Jamaal,Lascelles,0,0,6,90,0,0.3,21.8,0.0,0,21,2.2,1,0,0,4.0,45,DEF,Defender
357,Dwight,Gayle,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,60,FWD,Forward
358,Christian,Atsu,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,55,MID,Midfielder
359,Paul,Dummett,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF,Defender
360,Javier,Manquillo,0,0,5,90,0,19.7,22.4,2.0,0,27,4.4,1,0,1,0.4,45,DEF,Defender
361,Emil,Krafth,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,DEF,Defender
362,Fabian,SchÃ¤r,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,DEF,Defender
363,DeAndre,Yedlin,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,45,DEF,Defender
364,Isaac,Hayden,0,0,2,90,0,2.0,12.8,0.0,0,12,1.5,1,0,1,0.1,50,MID,Midfielder
365,Rolando,Aarons,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,50,MID,Midfielder
366,Allan,Saint-Maximin,0,0,3,74,0,2.8,3.8,5.0,0,7,1.2,1,0,0,22.3,55,MID,Midfielder
367,Miguel,AlmirÃ³n,0,1,4,5,0,11.4,17.4,20.0,0,13,4.9,0,0,0,1.1,60,MID,Midfielder
368,Joelinton CÃ¡ssio,ApolinÃ¡rio de Lira,0,0,1,15,0,11.2,7.2,8.0,0,4,2.6,0,0,0,0.4,60,FWD,Forward
369,Yoshinori,Muto,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,50,FWD,Forward
370,Kelland,Watts,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,40,DEF,Defender
371,Sean,Longstaff,0,0,1,2,0,0.3,1.0,0.0,0,3,0.1,0,0,0,0.1,50,MID,Midfielder
372,Jeff,Hendrick,1,1,14,90,0,13.4,67.0,23.0,3,41,10.3,1,0,0,2.0,50,MID,Midfielder
373,Matthew,Longstaff,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,Midfielder
374,Mark,Gillespie,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,GK,Goalkeeper
375,Jacob,Murphy,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,Midfielder
376,Callum,Wilson,1,0,8,84,0,23.3,32.0,50.0,2,32,10.5,1,0,0,11.9,65,FWD,Forward
377,Ryan,Fraser,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.0,60,MID,Midfielder
378,Jamal,Lewis,0,0,7,90,0,39.8,19.4,0.0,1,31,5.9,1,0,0,2.5,45,DEF,Defender
379,Billy,Sharp,0,0,2,90,2,3.0,1.4,23.0,0,-4,2.7,0,0,0,0.3,60,FWD,Forward
380,David,McGoldrick,0,0,1,19,0,2.7,0.8,8.0,0,2,1.2,0,0,0,1.1,55,FWD,Forward
381,Chris,Basham,0,0,1,70,2,1.5,11.4,2.0,0,14,1.5,0,0,0,2.2,50,DEF,Defender
382,John,Fleck,0,0,2,90,2,36.0,10.2,14.0,0,10,6.0,0,0,0,0.6,60,MID,Midfielder
383,Enda,Stevens,0,0,1,90,2,6.9,13.2,6.0,0,13,2.6,0,0,0,5.4,55,DEF,Defender
384,Simon,Moore,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,45,GK,Goalkeeper
385,Oliver,Norwood,0,0,2,75,2,21.8,9.8,0.0,0,13,3.2,0,0,0,0.6,50,MID,Midfielder
386,Wes,Foderingham,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,45,GK,Goalkeeper
387,George,Baldock,0,0,1,90,2,15.7,1.6,26.0,0,13,4.3,0,0,0,4.9,55,DEF,Defender
388,Jack,Robinson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,45,DEF,Defender
389,John,Egan,0,0,0,90,2,0.8,8.8,6.0,0,4,1.6,0,0,1,15.8,50,DEF,Defender
390,Jack,O'Connell,0,0,1,90,2,2.3,19.2,0.0,0,8,2.2,0,0,0,0.8,50,DEF,Defender
391,John,Lundstram,0,0,2,90,2,32.3,10.0,2.0,0,15,4.4,0,0,0,12.3,55,MID,Midfielder
392,Ben,Osborn,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,Midfielder
393,Oliver,McBurnie,0,0,1,90,2,15.3,12.0,41.0,0,3,6.8,0,0,1,0.8,60,FWD,Forward
394,Lys,Mousset,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,60,FWD,Forward
395,Sander,Berge,0,0,1,14,0,18.0,8.6,0.0,0,7,2.7,0,0,0,0.2,50,MID,Midfielder
396,Oliver,Burke,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.1,45,MID,Midfielder
397,Luke,Freeman,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,Midfielder
398,Aaron,Ramsdale,0,0,1,90,2,0.0,18.2,0.0,0,12,1.8,0,0,0,7.5,50,GK,Goalkeeper
399,Ethan,Ampadu,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.9,45,DEF,Defender
400,Jayden,Bogle,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,DEF,Defender
401,Max,Lowe,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,DEF,Defender
402,Phil,Jagielka,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,Defender
403,Shane,Long,0,0,1,5,0,0.0,2.0,2.0,0,4,0.4,0,0,0,1.5,55,FWD,Forward
404,Ryan,Bertrand,0,0,2,90,1,18.5,16.8,2.0,0,15,3.7,0,0,0,1.5,50,DEF,Defender
405,Alex,McCarthy,0,0,2,90,1,0.0,22.6,0.0,0,17,2.3,0,0,0,23.2,45,GK,Goalkeeper
406,Oriol,Romeu Vidal,0,0,2,90,1,4.2,18.6,0.0,0,13,2.3,0,0,0,4.5,45,MID,Midfielder
407,Nathan,Redmond,0,0,2,90,1,7.2,7.2,23.0,0,5,3.7,0,0,0,0.9,65,MID,Midfielder
408,Danny,Ings,0,0,2,90,1,11.2,8.6,60.0,0,1,8.0,0,0,0,22.7,85,FWD,Forward
409,Jack,Stephens,0,0,2,90,1,1.1,18.4,17.0,0,12,3.7,0,0,0,0.5,50,DEF,Defender
410,Stuart,Armstrong,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,55,MID,Midfielder
411,Jannik,Vestergaard,0,0,1,45,0,10.4,17.6,4.0,0,19,3.2,0,0,0,0.6,45,DEF,Defender
412,James,Ward-Prowse,0,0,2,90,1,17.4,6.6,4.0,0,15,2.8,0,0,0,4.4,60,MID,Midfielder
413,Angus,Gunn,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,45,GK,Goalkeeper
414,Sofiane,Boufal,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,55,MID,Midfielder
415,Josh,Sims,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,45,MID,Midfielder
416,Kyle,Walker-Peters,0,0,1,90,1,18.6,24.0,4.0,0,12,4.7,0,0,1,11.9,45,DEF,Defender
417,Jan,Bednarek,0,0,1,45,1,1.3,8.8,0.0,0,11,1.0,0,0,0,3.1,45,DEF,Defender
418,Che,Adams,0,0,2,84,1,13.1,4.4,21.0,0,3,3.9,0,0,0,4.5,60,FWD,Forward
419,Yan,Valery,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,50,DEF,Defender
420,William,Smallbone,0,0,2,76,1,3.2,2.2,0.0,0,4,0.5,0,0,0,0.5,45,MID,Midfielder
421,Jake,Vokins,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.5,40,DEF,Defender
422,Michael,Obafemi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,2.6,50,FWD,Forward
423,Moussa,Djenepo,0,0,1,13,0,0.3,3.4,0.0,0,4,0.4,0,0,0,0.1,55,MID,Midfielder
424,Mohammed,Salisu,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,45,DEF,Defender
425,Fraser,Forster,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,40,GK,Goalkeeper
426,Nathan,Tella,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,MID,Midfielder
427,Hugo,Lloris,0,0,3,90,1,0.0,20.0,0.0,0,15,2.0,0,0,0,5.2,55,GK,Goalkeeper
428,Danny,Rose,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,50,DEF,Defender
429,Moussa,Sissoko,0,0,1,45,1,4.3,2.4,0.0,0,4,0.7,0,0,0,0.6,50,MID,Midfielder
430,Toby,Alderweireld,0,0,2,90,1,11.2,17.0,2.0,0,12,3.0,0,0,0,2.9,55,DEF,Defender
431,Erik,Lamela,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,60,MID,Midfielder
432,Harry,Kane,0,0,2,90,1,22.5,8.0,21.0,0,7,5.2,0,0,0,14.3,105,FWD,Forward
